packageid,title,keyword
edi.480.1,"Pore water concentrations of Nitrogen from N-Addition plots in an Alberta Poor Fen, 2011-2015","ammonium"
edi.480.1,"Pore water concentrations of Nitrogen from N-Addition plots in an Alberta Poor Fen, 2011-2015","nitrate"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Coleoptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Diptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Ephemeroptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Hemiptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Lepidoptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Megaloptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Odonata"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Plecoptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Trichoptera"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Aquatic"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","biomonitoring"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","continental"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","contiguous United States"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","United States"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","freshwater insects"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","functional traits"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","macroecology"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","occurrence records"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Michigan State University"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","Spatial and Community Ecology Lab"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","biogeography"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","macroinvertebrates"
edi.481.5,"Freshwater insect occurrences and traits for the contiguous United States,  2001 - 2018","streams"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","St. Lawrence River"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","plant communities"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","ecology"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","ecosystem engineer"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","biodiversity"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","Ondatra zibethicus"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","Typha spp."
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","disturbance"
edi.482.1,"Estimated wetland vegetation cover comparing reference and muskrat disturbed areas","restoration"
edi.484.4,"MBON: Benthic percent cover in the Santa Barbara Channel","algae"
edi.484.4,"MBON: Benthic percent cover in the Santa Barbara Channel","BisQue"
edi.484.4,"MBON: Benthic percent cover in the Santa Barbara Channel","Imagery"
edi.484.4,"MBON: Benthic percent cover in the Santa Barbara Channel","reef"
edi.484.4,"MBON: Benthic percent cover in the Santa Barbara Channel","Santa Barbara Channel"
edi.484.4,"MBON: Benthic percent cover in the Santa Barbara Channel","sessile invertebrate"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","Population Abundance"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","Occurrence: OrganismQuantity"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","diversity"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","evenness"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","fish"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","invertebrate"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","mobile invertebrate"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","richness"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","rockfish"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","Santa Barbara Channel Marine BON"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","Southern California"
edi.486.2,"NWFSC fish and invertebrate diversity derived from west coast groundfish trawl program","trawl"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","Population Abundance"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","Occurrence: OrganismQuantity"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","Taxon: ScientificName"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","Marine protected areas"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","reef"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","rockfish"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","Santa Barbara Channel Marine BON"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","Southern California"
edi.487.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at deep reefs: Footprint, Piggy Bank, Anacapa Passage","submarine"
edi.488.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow outcrops","Population Abundance"
edi.488.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow outcrops","Taxon: ScientificName"
edi.488.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow outcrops","fish"
edi.488.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow outcrops","Santa Barbara Channel Marine BON"
edi.488.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow outcrops","Southern California"
edi.489.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow regions of oil and gas platforms (SCUBA)","Population Abundance"
edi.489.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow regions of oil and gas platforms (SCUBA)","BasisofRecord: HumanObservation"
edi.489.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow regions of oil and gas platforms (SCUBA)","Taxon: ScientificName"
edi.489.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow regions of oil and gas platforms (SCUBA)","fish"
edi.489.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow regions of oil and gas platforms (SCUBA)","oil platform"
edi.489.1,"Darwin Core Archive: Santa Barbara Channel fish surveys at shallow regions of oil and gas platforms (SCUBA)","Santa Barbara Channel Marine BON"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","Massachusetts"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","Reservoir"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","water quality"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","nutrients"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","aquatic ecosystems"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","lakes"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","limnology"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","fresh water"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","dissolved nutrients"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","water quality"
edi.49.1,"Massachusetts Department of Conservation and Recreation (DCR): Wachusetts Reservoir Sampling Program, 1998-2013","water properties"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","Population Abundance"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","BasisofRecord: HumanObservation"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","Occurrence: OrganismQuantity"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","Taxon: ScientificName"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","algae"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","invertebrate"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","random point contact"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","Santa Barbara Channel Marine BON"
edi.490.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated benthic cover, 1980-ongoing","uniform point contact"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","Population Abundance"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","BasisofRecord: HumanObservation"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","Occurrence: OrganismQuantity"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","Taxon: ScientificName"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","algae"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","mobile invertebrate"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","quad"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","Santa Barbara Channel Marine BON"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","sessile invertebrate"
edi.491.1,"Santa Barbara Channel Marine BON Darwin Core Archive: Nearshore kelp forest integrated      quad and swath cover, 1980-ongoing","swath"
edi.492.1,"Kinetic Model Data: Effect of Calcium on the Bioavailability of Dissolved Uranium (VI) in      Plant Roots under Circumneutral pH","uranium mine"
edi.492.1,"Kinetic Model Data: Effect of Calcium on the Bioavailability of Dissolved Uranium (VI) in      Plant Roots under Circumneutral pH","bioavailability"
edi.492.1,"Kinetic Model Data: Effect of Calcium on the Bioavailability of Dissolved Uranium (VI) in      Plant Roots under Circumneutral pH","plant accumulation"
edi.492.1,"Kinetic Model Data: Effect of Calcium on the Bioavailability of Dissolved Uranium (VI) in      Plant Roots under Circumneutral pH","UNM-SRP.EP1.04"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","disturbance"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","ecosystem ecology"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","productivity"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","hurricanes"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","biogeochemistry"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","hydrology"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","hydrography"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","physical properties"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","estuarine"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","riparian"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","wetlands"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","marine"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","aquatic ecosystems"
edi.493.16,"Ecosystem Responses to Hurricanes across North America, the Caribbean, and Taiwan; 1985 to 2018","terrestrial ecosystems"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","Yolo Bypass"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","San Francisco Estuary"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","Sacramento-San Joaquin Delta"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","Yolo Bypass Fish Monitoring Program"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","California Department of Water Resources"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","Interagency Ecological Program"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","copepods"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","calanoids"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","cladocera"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","lower trophic monitoring"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","floodplain https://vocab.lternet.edu/vocab/vocab/index.php"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","aquatic ecosystems"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","freshwater"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","ecology"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","estuaries"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","rivers"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","seasonality"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","long term"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","communities"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","food webs"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","surveys"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","weather"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","turbidity"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","ph"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","electrical conductivity"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","water temperature"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","water quality"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","crustaceans"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","invertebrates"
edi.494.2,"Interagency Ecological Program: Zooplankton catch and water quality data from the Sacramento River floodplain and tidal slough, collected by the Yolo Bypass Fish Monitoring Program, 1998-2018","zooplankton"
edi.495.1,"Male mouse 60d water uranium exposure","Animals"
edi.495.1,"Male mouse 60d water uranium exposure","Blood/radiation effects"
edi.495.1,"Male mouse 60d water uranium exposure","Bone Marrow/radiation effects"
edi.495.1,"Male mouse 60d water uranium exposure","Environmental Exposure*"
edi.495.1,"Male mouse 60d water uranium exposure","Lymphoid Tissue/radiation effects*"
edi.495.1,"Male mouse 60d water uranium exposure","Mice"
edi.495.1,"Male mouse 60d water uranium exposure","Organometallic Compounds/administration & dosage*"
edi.495.1,"Male mouse 60d water uranium exposure","Radiation"
edi.495.1,"Male mouse 60d water uranium exposure","Southwestern United States"
edi.495.1,"Male mouse 60d water uranium exposure","Spleen/radiation effects"
edi.495.1,"Male mouse 60d water uranium exposure","Thymus Gland/radiation effects"
edi.495.1,"Male mouse 60d water uranium exposure","Uranium/toxicity*"
edi.495.1,"Male mouse 60d water uranium exposure","UNM-SRP.BP2.004.01"
edi.496.1,"Spatial Access Ratio, Albuquerque, NM","Spatial Accessibility"
edi.496.1,"Spatial Access Ratio, Albuquerque, NM","Multimodal E2SFCA"
edi.496.1,"Spatial Access Ratio, Albuquerque, NM","Uncertainty"
edi.496.1,"Spatial Access Ratio, Albuquerque, NM","Travel Impedance"
edi.496.1,"Spatial Access Ratio, Albuquerque, NM","Street Dataset"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","Dartmouth College"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","cyanobacteria"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","New Hampshire"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","Lake Sunapee"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","oligotrophic"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","Lake Sunapee Protective Association"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","LSPA"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","GLEON"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","Gloeotrichia"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","Gloeotrichia echinulata"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","Gloeo"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","plankton"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","phytoplankton"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","lakes"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","limnology"
edi.497.2,"Gloeotrichia echinulata density at four nearshore sites in Lake Sunapee, NH, USA from 2005-2016","freshwater"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","Dartmouth College"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","New Hampshire"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","Lake Sunapee"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","oligotrophic"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","littoral"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","Lake Sunapee Protective Association"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","LSPA"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","Global Lake Ecological Observatory Network"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","GLEON"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","water temperature"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","lakes"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","limnology"
edi.498.1,"High-frequency temperature data from four near-shore sites, Lake Sunapee, NH, USA, 2006-2018","freshwater"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","Lake Sunapee Protective Association"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","LSPA"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","Global Lake Ecological Observatory Network"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","GLEON"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","high-frequency data"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","buoy data"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","oligotrophic"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","fluorescent dissolved organic matter"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","chlorophyll"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","blue-green algae phycocyanin"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","total dissolved solids"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","water quality"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","water temperature"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","dissolved oxygen"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","freshwater"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","lakes"
edi.499.3,"Lake Sunapee Instrumented Buoy: High Frequency Water Quality Data - 2007-2021","limnology"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","Population Abundance"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","BasisofRecord: HumanObservation"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","Occurrence: OrganismQuantity"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","Taxon: ScientificName"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","crypticfish"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","fish"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","roving diver fish count"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","Santa Barbara Channel Marine BON"
edi.5.4,"Santa Barbara Channel Marine BON: Nearshore kelp forest integrated fish, 1981-ongoing","visual fish"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","Platte Lake"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","Water chemistry"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","Long-term data"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","aquatic ecosystems"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","lakes"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","limnology"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","fresh water"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","dissolved nutrients"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","water quality"
edi.50.1,"The Big Platte Lake and Platte River watershed monitoring program, 1993-2012","water properties"
edi.500.3,"High-frequency winter water temperature and dissolved oxygen at Lake Sunapee, New Hampshire, USA, 2014-2022","Lake Sunapee Protective Association"
edi.500.3,"High-frequency winter water temperature and dissolved oxygen at Lake Sunapee, New Hampshire, USA, 2014-2022","LSPA"
